BloodID,TL,BirdID,Ageclass,RightTarsus,LeftTarsus,BodyMass,OccasionDate,LayYear,SexEstimate,LastSighting,TerritoryID,FieldPeriodID,BreedGroupID
4126,5394.227075,5226,SA,24.7,,15.7,20/02/2009,2008,1,22/08/2014,165,90,4164
3633,6738.695678,5235,FL,24.3,,16.1,30/07/2008,2008,1,01/09/2014,68,87,4544
3635,5609.095508,5237,FL,26.2,,17.1,31/07/2008,2008,1,10/09/2012,48,87,4529
4063,3547.635941,5237,SA,26.3,,17.0,23/01/2009,2008,1,10/09/2012,48,90,4096
3651,7158.374079,5254,FL,26.1,,15.8,08/08/2008,2008,1,06/02/2013,129,87,4586
3657,5648.55489,5260,OFL,26.2,,16.0,11/08/2008,2008,1,22/02/2009,126,87,4583
4127,10023.47213,5260,SA,26.4,,16.8,20/02/2009,2008,1,22/02/2009,62,90,4107
3659,8919.713575,5262,OFL,26.8,,16.6,11/08/2008,2008,1,08/09/2010,66,87,4542
4056,9999.903436,5262,J,26.7,,18.0,21/01/2009,2008,1,08/09/2010,66,90,4109
3662,5889.030798,5265,FL,24.2,,13.9,16/08/2008,2008,0,18/02/2010,112,87,4576
3664,14552.26069,5267,SA,24.5,,14.5,16/08/2008,2007,0,08/08/2014,101,87,4570
4280,10224.37337,5267,A,24.4,,14.9,22/06/2009,2007,0,08/08/2014,2,92,4697
3665,3688.668341,5268,SA,24.2,,13.9,18/08/2008,2007,0,07/09/2010,98,87,4567
4021,4236.004413,5268,A,24.0,,14.5,09/01/2009,2007,0,07/09/2010,179,90,4173
3666,6964.574359,5269,FL,25.2,,15.0,19/08/2008,2008,1,04/09/2010,138,87,4590
4291,9650.034142,5269,A,25.2,,15.2,28/06/2009,2008,1,04/09/2010,135,92,4786
4271,3295.009529,5289,SA,24.5,,14.1,18/06/2009,2009,0,22/07/2009,7,92,4701
4265,4213.663721,5312,FL,24.3,,14.3,22/06/2009,2009,0,05/09/2009,43,92,4727
4267,4124.267741,5314,OFL,26.4,,14.9,16/06/2009,2009,1,15/03/2010,54,92,4735
4268,5053.770369,5315,OFL,24.8,,13.7,20/06/2009,2009,0,07/12/2011,25,92,4715
4269,4399.643016,5316,OFL,26.4,,15.1,20/06/2009,2009,1,24/05/2013,36,92,4723
4283,6575.127662,5318,SA,24.1,,14.1,20/06/2009,2009,0,19/08/2009,3,92,4698
4284,6717.088182,5319,J,23.7,,13.5,23/06/2009,2008,0,08/09/2014,134,92,4785
4285,5507.290765,5320,A,23.7,,15.1,22/06/2009,2007,0,25/07/2013,43,92,4727
4289,6540.991025,5321,J,25.6,,14.9,16/06/2009,2008,1,02/09/2014,60,92,4740
4290,7249.448677,5322,SA,26.3,,15.8,16/06/2009,2008,1,06/08/2009,60,92,4740
4293,5444.968144,5323,OFL,23.8,,13.9,28/06/2009,2008,0,01/02/2013,135,92,4786
4294,5313.674918,5324,OFL,24.7,,14.8,28/06/2009,2008,0,05/02/2013,135,92,4786
4301,5164.324168,5325,OFL,26.3,,15.1,30/06/2009,2009,1,21/02/2010,157,92,4793
4302,4672.114297,5326,OFL,24.2,,13.2,01/07/2009,2009,0,08/08/2010,96,92,4766
4303,6567.215956,5327,OFL,25.8,,15.9,02/07/2009,2009,1,06/09/2010,3,92,4698
4312,2057.06286,5332,OFL,24.8,,13.1,13/07/2009,2009,0,13/08/2009,8,92,4702
4319,8607.355786,5335,SA,27.1,,16.1,13/07/2009,2008,1,23/05/2013,69,92,4746
4464,4298.252615,5447,FL,26.7,,15.0,08/07/2009,2009,1,01/09/2014,112,92,4775
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
