Objective,PlateID,BloodID,U_PlateID,CqGAPDH,CqTelomere,EffGAPDH,EffTelomere,RTL,ID,Whodunnit,BirdID,Ageclass,RightTarsus,LeftTarsus,BodyMass,EyeColour,LayYear,FieldPeriodID,OccasionID,OccasionDate,TerritoryID,Status,BreedGroupID,SexEstimate,MaxOfMaxOfSeenDate
4,42,2803,4_42,25.08966667,13.99866667,1.852333333,1.768666667,1.058996075,3455,EB,1804,A,25.1,,15.7,RB,2003,54,1740,13/11/2005,4,ABX,6317,1,28/08/2008
4,24,2803,4_24,25.53333333,15.66,1.987666667,1.742,0.950649954,3318,EB,1804,A,25.1,,15.7,RB,2003,54,1740,13/11/2005,4,ABX,6317,1,28/08/2008
4,40,2803,4_40,24.65866667,17.00866667,1.893666667,1.764333333,0.861883035,3433,EB,1804,A,25.1,,15.7,RB,2003,54,1740,13/11/2005,4,ABX,6317,1,28/08/2008
4,27,2933,4_27,23.08566667,12.94233333,1.991333333,1.855,0.945325325,3351,EB,1791,A,23.8,,14.7,RB,2002,54,1774,04/12/2005,7,BrF,6319,0,20/02/2012
4,24,2802,4_24,25.279,15.08433333,1.883666667,1.756666667,1.105776532,3317,EB,1509,A,25.8,,17.0,RB,1999,54,1739,13/11/2005,7,BrM,6319,1,31/08/2010
4,24,2809,4_24,33.10333333,22.527,2.069333333,1.781333333,4.436887062,3322,EB,3024,A,25.4,,15.0,RB,2004,54,1741,14/11/2005,7,ABX,6319,1,10/01/2007
8,4,2930,8_4,23.382,16.022,1.836,1.7475,1.022580785,1512,EAF,3688,FL,24.2,,13.6,G,2005,54,1774,04/12/2005,7,FL,6319,0,24/07/2007
4,27,2935,4_27,23.57866667,14.092,1.932666667,1.785,0.665299314,3352,EB,1589,A,23.1,,14.6,RB,2000,54,1774,04/12/2005,15,BrF,5784,0,14/08/2008
8,21,2927,8_21,23.111,15.8135,1.9235,1.7905,0.903622521,1120,EAF,3697,FL,27.1,,15.0,G,2005,54,1771,02/12/2005,16,FL,6297,1,02/12/2005
4,24,2804,4_24,25.76966667,14.985,1.957333333,1.731,1.612395463,3319,EB,3020,SA,24.9,,15.0,LB,2004,54,1742,14/11/2005,20,ABX,6323,1,14/07/2007
4,40,2804,4_40,25.03,16.776,1.885666667,1.732333333,1.181882805,3434,EB,3020,SA,24.9,,15.0,LB,2004,54,1742,14/11/2005,20,ABX,6323,1,14/07/2007
4,24,2806,4_24,23.81333333,13.13333333,1.937666667,1.741333333,1.232022042,3320,EB,1606,A,25.3,,16.3,RB,2000,54,1738,12/11/2005,28,BrM,6328,1,04/07/2006
8,25,2801,8_25,23.257,15.4055,1.9575,1.798,1.074093715,1177,EAF,3615,FL,26.1,,13.2,LB,2005,54,1739,13/11/2005,28,FL,6328,1,28/08/2009
8,33,2801,8_33,23.735,16.7745,1.921,1.7965,0.810226751,1363,EAF,3615,FL,26.1,,13.2,LB,2005,54,1739,13/11/2005,28,FL,6328,1,28/08/2009
4,42,2811,4_42,24.33933333,12.69033333,1.828,1.701,1.222890091,3456,EB,1542,A,25.9,,16.0,RB,1999,54,1742,14/11/2005,34,BrM,6332,1,28/06/2012
6,16,2823,6_16,23.509,14.211,1.905666667,1.722666667,0.686081506,56,EAF,3576,FL,26.0,,14.3,G,2005,54,1741,14/11/2005,34,FL,6332,1,14/02/2010
8,8,2914,8_8,23.6485,16.3655,1.891,1.7945,0.838050772,1618,EAF,3503,OFL,24.6,,15.0,G,2005,54,1767,29/11/2005,36,OFL,6333,0,09/12/2005
6,24,2955,6_24,23.674,14.2845,1.9745,1.804,0.715337261,142,EAF,3018,A,24.4,,13.2,RB,2004,54,1783,10/12/2005,43,ABX,6338,0,10/12/2005
4,25,2847,4_25,26.011,14.51766667,2.023333333,1.739333333,2.032362592,3331,EB,3010,A,25.1,,14.9,RB,2004,54,1750,19/11/2005,53,BrF,6343,0,19/11/2005
4,40,2847,4_40,25.58533333,16.722,1.858666667,1.759,1.891458324,3437,EB,3010,A,25.1,,14.9,RB,2004,54,1750,19/11/2005,53,BrF,6343,0,19/11/2005
4,40,2844,4_40,24.45266667,16.66266667,1.897666667,1.781,0.945322316,3436,EB,1504,A,27.4,,16.0,RB,1999,54,1750,19/11/2005,54,BrM,5786,1,24/08/2010
8,14,2841,8_14,24.29,16.4875,1.868,1.7965,1.67157101,972,EAF,3514,SA,25.0,,13.4,LB,2005,54,1749,19/11/2005,54,ABX,5786,0,15/07/2006
8,20,2951,8_20,22.714,15.011,1.9335,1.8435,1.358637757,1095,EAF,3699,FL,24.1,,14.0,G,2005,54,1779,07/12/2005,55,FL,6292,0,08/09/2015
4,42,2921,4_42,24.67433333,13.93033333,1.846,1.783666667,0.890582932,3459,EB,1523,A,25.6,,18.0,RB,1999,54,1768,30/11/2005,58,BrM,6300,1,31/01/2013
7,36,2949,7_36,23.753,16.417,1.91,1.8055,0.869873341,663,EAF,1541,A,24.1,,15.2,RB,1999,54,1782,09/12/2005,59,BrF,6346,0,09/12/2005
8,5,2945,8_5,23.826,16.7945,2.0025,1.8515,1.037076212,1556,EAF,3696,A,26.2,,17.4,RB,2004,54,1778,06/12/2005,59,BrM,6346,1,02/02/2013
4,25,2843,4_25,26.76933333,15.62733333,1.915,1.735333333,1.73657081,3329,EB,3453,A,25.4,,14.5,RB,2004,54,1750,19/11/2005,60,BrF,6347,0,22/09/2012
4,27,2928,4_27,22.90233333,12.585,1.968666667,1.817,1.023044765,3349,EB,1827,A,23.5,,14.0,RB,2002,54,1772,03/12/2005,61,BrF,6348,0,29/06/2013
8,15,2846,8_15,23.2155,14.6955,1.8955,1.854,3.501182717,994,EAF,3617,FL,24.1,,13.7,G,2005,54,1749,19/11/2005,61,FL,6348,1,31/12/2008
8,19,2846,8_19,22.9355,14.3535,1.9775,1.7955,1.713412823,1079,EAF,3617,FL,24.1,,13.7,G,2005,54,1749,19/11/2005,61,FL,6348,1,31/12/2008
4,25,2845,4_25,23.651,12.87733333,1.848666667,1.764333333,1.144547471,3330,EB,1558,A,24.3,,14.4,RB,1999,54,1749,19/11/2005,66,BrF,6351,0,23/01/2009
4,25,2849,4_25,27.93,16.56366667,2.041666667,1.754666667,2.555571853,3332,EB,1699,A,26.6,,15.7,RB,2002,54,1752,20/11/2005,66,BrM,6351,1,21/08/2006
4,25,2850,4_25,23.81433333,12.41566667,1.892333333,1.740333333,1.533539403,3333,EB,3021,A,24.6,,15.0,RB,2004,54,1751,20/11/2005,66,ABX,6351,1,28/08/2008
4,26,2909,4_26,23.58733333,13.64,1.927333333,1.776333333,0.959945461,3344,EB,2989,A,23.9,,14.4,RB,2004,54,1765,28/11/2005,75,BrF,5785,0,15/06/2012
4,26,2910,4_26,22.755,12.66033333,1.973666667,1.833666667,0.991847664,3345,EB,2964,A,25.1,,16.6,RB,2003,54,1764,28/11/2005,75,ABX,5785,1,19/01/2008
8,10,2944,8_10,23.378,15.188,1.861,1.764,1.590863094,889,EAF,3695,FL,25.5,,13.1,G,2005,54,1778,06/12/2005,87,FL,6364,0,15/07/2009
7,30,2943,7_30,24.2,19.634,1.9335,1.8185,0.141046646,536,EAF,862,A,24.5,,14.0,RB,1994,54,1777,06/12/2005,90,BrF,6366,0,11/12/2005
8,24,2943,8_24,23.572,16.6835,1.929,1.8045,0.864457132,1161,EAF,862,A,24.5,,14.0,RB,1994,54,1777,06/12/2005,90,BrF,6366,0,11/12/2005
4,26,2905,4_26,24.98633333,14.25666667,1.968666667,1.792666667,1.716419976,3343,EB,3511,SA,26.5,,18.5,LB,2005,54,1764,28/11/2005,94,ABX,6369,1,06/12/2005
4,40,2913,4_40,24.00266667,15.82566667,1.895333333,1.785,1.165897994,3439,EB,1851,A,23.8,,,RB,2002,54,1767,29/11/2005,108,BrF,6375,0,25/02/2009
8,19,2912,8_19,22.687,16.858,1.87,1.743,0.354743249,1080,EAF,3648,FL,22.6,,14.1,LB,2005,54,1766,29/11/2005,108,FL,6375,0,07/07/2006
8,3,2912,8_3,22.88,16.8545,1.8585,1.7345,0.540638526,1283,EAF,3648,FL,22.6,,14.1,LB,2005,54,1766,29/11/2005,108,FL,6375,0,07/07/2006
4,24,2808,4_24,29.70733333,17.934,2.057,1.771,5.26531761,3321,EB,3456,A,26.2,,15.5,RB,2004,54,1742,14/11/2005,109,ABX,6376,1,25/08/2015
8,6,2903,8_6,25.7245,17.9495,1.9355,1.83,1.46559071,1577,EAF,3644,FL,26.0,,14.5,G,2005,54,1765,28/11/2005,109,FL,6376,1,04/09/2010
4,26,2897,4_26,24.17266667,15.282,1.958666667,1.804333333,0.539756759,3339,EB,1018,A,25.8,,17.0,RB,1995,54,1763,27/11/2005,110,BrM,6377,1,16/08/2007
6,30,2901,6_30,22.6345,11.9885,1.9065,1.6685,0.98401838,262,EAF,1512,A,25.7,,16.8,RB,1999,54,1764,28/11/2005,111,BrM,6378,1,15/01/2008
4,26,2901,4_26,22.99066667,12.58966667,1.992,1.802333333,1.169577042,3342,EB,1512,A,25.7,,16.8,RB,1999,54,1764,28/11/2005,111,BrM,6378,1,15/01/2008
8,21,2906,8_21,23.174,14.96,1.9435,1.796,1.554707912,1116,EAF,3645,FL,25.0,,14.0,G,2005,54,1765,28/11/2005,111,FL,6378,0,07/07/2013
4,32,2805,4_32,22.86733333,11.62766667,1.996,1.828666667,1.899202768,3378,EB,1665,A,24.3,,13.5,RB,2002,54,1742,14/11/2005,113,BrF,6290,0,27/11/2005
4,26,2900,4_26,24.91066667,14.86366667,1.978,1.805666667,1.142835107,3341,EB,1665,A,25.2,,14.0,RB,2002,54,1763,27/11/2005,113,BrF,6290,0,27/11/2005
3,92,2805,3_92,26.02066667,15.07533333,1.869333333,1.799,0.989940193,3164,EB,1665,A,24.3,,13.5,RB,2002,54,1742,14/11/2005,113,BrF,6290,0,27/11/2005
4,40,2805,4_40,25.959,19.315,1.92,1.771,0.521924495,3435,EB,1665,A,24.3,,13.5,RB,2002,54,1742,14/11/2005,113,BrF,6290,0,27/11/2005
8,28,2807,8_28,23.2745,15.2275,1.9705,1.7685,1.473322877,1239,EAF,3091,SA,24.2,,13.5,LB,2004,54,1741,14/11/2005,113,ABX,6290,0,10/01/2007
8,25,2807,8_25,23.1125,15.3565,2,1.7635,1.01128404,1178,EAF,3091,SA,24.2,,13.5,LB,2004,54,1741,14/11/2005,113,ABX,6290,0,10/01/2007
8,7,2899,8_7,23.677,15.613,1.8785,1.8515,1.694987719,1599,EAF,3643,FL,25.5,,13.7,G,2005,54,1763,27/11/2005,113,FL,6290,1,18/08/2015
7,27,2946,7_27,23.3575,16.1035,1.8835,1.827,0.793214896,493,EAF,3698,A,24.2,,15.2,RB,2004,54,1777,06/12/2005,118,BrF,7025,0,01/09/2015
4,27,2938,4_27,23.60333333,13.23633333,1.954,1.812,1.116739356,3353,EB,3005,A,25.4,,16.6,RB,2004,54,1777,06/12/2005,123,BrM,6382,1,12/09/2009
8,21,2924,8_21,23.21,16.218,1.91,1.79,0.760160861,1119,EAF,3641,FL,25.0,,13.9,G,2005,54,1769,30/11/2005,126,FL,6384,0,22/02/2009
9,36,2925,9_36,32.512,26.303,1.9255,1.9195,0.43252375,2198,EAF,3642,SA,25.1,,13.4,LB,2005,54,1770,01/12/2005,128,ABX,5788,1,16/01/2007
8,25,2925,8_25,23.292,16.265,1.885,1.771,0.666186141,1181,EAF,3642,SA,25.1,,13.4,LB,2005,54,1770,01/12/2005,128,ABX,5788,1,16/01/2007
8,31,2925,8_31,23.355,15.978,1.8955,1.838,0.968114182,1324,EAF,3642,SA,25.1,,13.4,LB,2005,54,1770,01/12/2005,128,ABX,5788,1,16/01/2007
9,35,2925,9_35,34.0745,26.888,1.888,1.905,0.902165715,2177,EAF,3642,SA,25.1,,13.4,LB,2005,54,1770,01/12/2005,128,ABX,5788,1,16/01/2007
7,39,2947,7_39,23.325,14.9715,1.907,1.857,1.20896922,723,EAF,1412,A,25.9,,17.0,RB,1998,54,1780,08/12/2005,129,BrM,6385,1,02/08/2010
8,17,2948,8_17,23.5015,14.736,1.9315,1.7865,2.693970752,1034,EAF,3700,SA,23.6,,14.0,LB,2005,54,1780,08/12/2005,129,ABX,6385,0,05/03/2010
8,23,2922,8_23,24.2555,16.7875,1.9335,1.7975,1.168945167,1138,EAF,3651,FL,26.4,,14.0,G,2005,54,1769,30/11/2005,129,FL,6385,1,24/06/2007
4,26,2896,4_26,25.07866667,14.174,1.977666667,1.812333333,1.926229391,3338,EB,3088,A,26.7,,15.5,RB,2004,54,1762,26/11/2005,134,ABX,6386,1,26/11/2005
4,42,2893,4_42,26.22333333,14.55366667,1.825666667,1.757,1.568718904,3458,EB,3460,SA,25.8,,15.5,LB,2005,54,1761,26/11/2005,155,U,6391,1,14/01/2007
4,25,2891,4_25,25.32966667,13.781,1.912333333,1.754666667,1.909823691,3335,EB,1759,A,26.0,,16.3,RB,2001,54,1762,26/11/2005,159,BrM,6392,1,03/08/2006
4,42,2891,4_42,25.83066667,13.45733333,1.851333333,1.750333333,2.182925303,3457,EB,1759,A,26.0,,16.3,RB,2001,54,1762,26/11/2005,159,BrM,6392,1,03/08/2006
4,26,2898,4_26,27.09433333,17.71066667,1.939,1.833666667,0.84160488,3340,EB,3458,A,26.7,,15.6,RB,2005,54,1761,26/11/2005,159,ABX,6392,1,01/09/2010
7,30,2952,7_30,22.97,15.2905,1.827,1.7395,0.860052778,537,EAF,1682,A,25.6,,16.8,RB,2001,54,1781,09/12/2005,165,BrM,5791,1,07/08/2008
8,24,2937,8_24,23.308,17.023,1.9025,1.823,0.583067243,1160,EAF,3691,OFL,24.2,,15.0,LB,2005,54,1776,05/12/2005,165,ABX,5791,0,11/09/2007
4,24,2810,4_24,25.01233333,14.41733333,1.873,1.719333333,1.335652397,3323,EB,1603,A,23.3,,14.0,RB,2000,54,1741,14/11/2005,166,BrF,6394,0,10/12/2005
8,31,2958,8_31,23.09,16.138,1.929,1.7885,0.758058795,1325,EAF,3702,FL,26.5,,15.0,G,2005,54,1784,11/12/2005,168,FL,6396,1,11/07/2006
8,25,2958,8_25,23.079,15.8035,1.952,1.769,0.762350419,1183,EAF,3702,FL,26.5,,15.0,G,2005,54,1784,11/12/2005,168,FL,6396,1,11/07/2006
4,26,2895,4_26,25.528,15.65466667,1.939,1.810666667,1.056953325,3337,EB,1777,A,25.3,,17.0,RB,2003,54,1763,27/11/2005,171,BrM,6397,1,14/01/2009
4,27,2917,4_27,22.88133333,12.87433333,2.032,1.844666667,0.829899776,3348,EB,1716,A,25.0,,15.5,RB,2002,54,1767,29/11/2005,173,BrF,6398,0,14/09/2015
8,23,2957,8_23,23.265,17.713,1.925,1.8055,0.349737154,1139,EAF,2976,A,26.3,,16.5,RB,2003,54,1784,11/12/2005,173,BrM,6398,1,05/08/2010
4,27,2915,4_27,23.24333333,13.18766667,1.986666667,1.821666667,0.893990362,3347,EB,2976,A,26.3,,16.2,RB,2003,54,1767,29/11/2005,173,BrM,6398,1,05/08/2010
8,5,2918,8_5,23.3275,16.6635,1.914,1.8375,0.810381598,1555,EAF,3650,FL,24.0,,14.3,G,2005,54,1766,29/11/2005,173,FL,6398,0,25/07/2007
4,25,2852,4_25,23.87133333,13.06266667,1.883,1.758666667,1.141424086,3334,EB,3618,A,25.0,,15.0,LB,2004,54,1752,20/11/2005,42,ABX,6337,1,01/09/2010
6,19,2793,6_19,23.7035,12.8985,1.9225,1.761,1.679614889,68,EAF,3614,CH,23.9,,15.0,G,2005,37,1737,30/09/2005,58,CH,688,1,15/07/2006
8,1,2941,8_1,28.979,20.428,1.9595,1.852,2.491257499,864,EAF,3694,A,23.6,,13.7,RB,2004,54,1777,06/12/2005,123,SEEN1,6382,0,22/08/2014
8,23,2907,8_23,23.045,16.977,1.913,1.7715,0.480058898,1137,EAF,3646,FL,24.4,,14.1,G,2005,54,1764,28/11/2005,112,FL,6379,0,11/08/2007
6,24,2956,6_24,23.056,13.3085,1.9095,1.782,0.848062782,143,EAF,3015,A,24.4,,14.1,RB,2004,54,1783,10/12/2005,168,SEEN1,6396,1,10/12/2005
6,30,2441,6_30,23.324,12.098,1.8705,1.6675,1.446962074,257,EAF,1215,CH,26.0,26,17.0,,1997,22,731,07/08/1997,165,CH,111,1,06/12/1999
5,1,2441,5_1,23.67433333,12.60533333,1.858666667,1.746333333,1.432503679,3512,EB,1215,CH,26.0,26,17.0,,1997,22,731,07/08/1997,165,CH,111,1,06/12/1999
5,11,796,5_11,31.52066667,13.41033333,1.270666667,1.758,0.633924377,3531,EB,1519,CH,,,,,1999,28,971,03/09/1999,25,XF,366,1,14/09/1999
5,11,797,5_11,33.275,13.40466667,1.409666667,1.749,1.203694046,3532,EB,1520,CH,,,,,1999,28,972,05/09/1999,25,CH,366,1,05/09/1999
6,29,762,6_29,22.347,11.6935,1.9285,1.709,0.983604984,248,EAF,1486,CH,25.6,25.8,16.0,,1999,28,951,11/08/1999,74,XF,397,1,11/08/1999
5,9,762,5_9,34.104,12.39833333,1.231333333,1.732333333,0.926545815,3669,EB,1486,CH,25.6,25.8,16.0,,1999,28,951,11/08/1999,74,XF,397,1,11/08/1999
5,8,754,5_8,25.14733333,12.58533333,1.820666667,1.780666667,1.077829778,3665,EB,1489,CH,,, 9.3,,1999,28,945,04/08/1999,63,CH,391,1,22/02/2015
6,21,767,6_21,23.441,13.6635,1.911,1.7425,0.768986741,104,EAF,1498,CH,25.6,25.2,16.4,,1999,28,953,15/08/1999,157,CH,435,1,20/11/1999
7,23,767,7_23,23.333,16.1325,1.8905,1.8035,0.795237852,428,EAF,1498,CH,25.6,25.2,16.4,,1999,28,953,15/08/1999,157,CH,435,1,20/11/1999
6,22,767,6_22,23.3355,13.517,1.8985,1.754,0.845270209,125,EAF,1498,CH,25.6,25.2,16.4,,1999,28,953,15/08/1999,157,CH,435,1,20/11/1999
5,9,755,5_9,34.01066667,14.15333333,1.268666667,1.725,0.35229834,3666,EB,1498,CH,,, 7.0,,1999,28,945,04/08/1999,157,CH,435,1,20/11/1999
5,9,767,5_9,33.784,12.26866667,1.23,1.717666667,0.931993802,3671,EB,1498,CH,25.6,25.2,16.4,,1999,28,953,15/08/1999,157,CH,435,1,20/11/1999
6,36,737,6_36,24.359,14.179,1.8475,1.7705,1.28296939,383,EAF,1438,CH,,,10.7,,1999,28,936,10/07/1999,169,CH,441,0,18/01/2015
5,8,737,5_8,27.45533333,15.34766667,1.823333333,1.791333333,0.858223564,3658,EB,1438,CH,,,10.7,,1999,28,936,10/07/1999,169,CH,441,0,18/01/2015
5,8,751,5_8,25.04033333,12.645,1.866,1.815333333,0.979796858,3662,EB,1440,CH,26.0,25.7,17.4,,1999,28,944,03/08/1999,166,CH,439,1,04/07/2001
6,36,740,6_36,23.1985,13.1155,1.9175,1.7535,1.139110346,384,EAF,1441,CH,24.6,24.2,15.4,,1999,28,939,24/07/1999,129,CH,426,1,17/12/2003
7,35,739,7_35,23.513,14.7235,1.91,1.804,1.554869975,656,EAF,1441,CH,,, 6.9,,1999,28,938,17/07/1999,129,CH,426,1,17/12/2003
5,8,740,5_8,25.42733333,12.75566667,1.822333333,1.823,1.128442528,3660,EB,1441,CH,24.6,24.2,15.4,,1999,28,939,24/07/1999,129,CH,426,1,17/12/2003
6,28,818,6_28,22.51,11.659,1.847,1.6705,1.085140103,231,EAF,1527,CH,24.8,24.6,15.8,,1999,28,981,19/09/1999,147,CH,433,0,04/08/2000
6,28,788,6_28,22.535,12.055,1.9335,1.7475,0.89605356,230,EAF,1502,CH,19.3,19.3,12.1,,1999,28,968,31/08/1999,159,CH,436,0,31/08/1999
5,11,799,5_11,32.07133333,12.42866667,1.287333333,1.757666667,1.272471916,3533,EB,1530,CH,,,15.4,,1999,28,972,05/09/1999,73,CH,396,0,05/09/1999
6,28,764,6_28,23.537,13.697,1.926,1.7545,0.690162924,229,EAF,1496,CH,26.1,26.3,16.6,,1999,28,952,14/08/1999,112,CH,419,1,20/08/1999
5,9,764,5_9,34.84133333,13.73333333,1.27,1.737,0.534389927,3670,EB,1496,CH,26.1,26.3,16.6,,1999,28,952,14/08/1999,112,CH,419,1,20/08/1999
6,31,794,6_31,24.5255,14.78,2.1035,1.741,1.338732929,282,EAF,1505,CH,26.8,26.7,17.6,,1999,28,973,05/09/1999,27,CH,368,1,22/11/1999
5,10,794,5_10,36.11,13.089,1.309333333,1.733666667,0.505024922,3529,EB,1505,CH,26.8,26.7,17.6,,1999,28,973,05/09/1999,27,CH,368,1,22/11/1999
6,28,759,6_28,23.0285,13.397,1.863,1.693,0.604568998,228,EAF,1493,CH,26.5,26.3,17.8,,1999,28,950,10/08/1999,74,CH,397,1,24/09/2002
5,9,759,5_9,34.11333333,13.411,1.234333333,1.713666667,0.540159702,3668,EB,1493,CH,26.5,26.3,17.8,,1999,28,950,10/08/1999,74,CH,397,1,24/09/2002
6,36,753,6_36,23.1445,13.3955,1.907,1.7545,0.941406603,385,EAF,1488,CH,25.3,24.9,17.3,,1999,28,945,04/08/1999,76,CH,398,1,05/07/2001
5,8,753,5_8,28.07966667,15.84633333,1.821333333,1.810333333,0.88994788,3664,EB,1488,CH,25.3,24.9,17.3,,1999,28,945,04/08/1999,76,CH,398,1,05/07/2001
5,8,752,5_8,24.584,11.92833333,1.847666667,1.793,1.128610627,3663,EB,1487,CH,23.9,23.8,15.9,,1999,28,945,04/08/1999,109,CH,417,0,12/08/1999
5,11,801,5_11,0,25.39966667,1,1.794333333,0.000523167,3534,EB,1532,CH,,23.7,15.2,,1999,28,972,05/09/1999,8,CH,354,0,08/09/2010
5,18,801,5_18,24.35666667,21.29266667,1.915666667,1.882333333,0.006975347,3601,EB,1532,CH,,23.7,15.2,,1999,28,972,05/09/1999,8,CH,354,0,08/09/2010
4,42,820,4_42,24.72233333,13.921,1.821666667,1.757666667,0.916396937,3462,EB,1529,CH,26.1,26.1,18.5,,1999,28,982,22/09/1999,101,CH,414,1,22/09/1999
5,5,2743,5_5,22.60733333,11.05833333,1.93,1.789,1.310240053,3630,EB,1364,CH,20.4,19.4,13.8,,1998,25,866,31/08/1998,80,CH,239,0,23/07/1999
6,30,2668,6_30,22.955,11.399,1.8815,1.734,1.720666544,260,EAF,1348,CH,21.0,20.5,12.8,,1998,25,820,25/07/1998,14,CH,197,1,22/12/2003
5,3,2668,5_3,23.13333333,12.00933333,1.950666667,1.798,1.602555824,3611,EB,1348,CH,21.0,20.5,12.8,,1998,25,820,25/07/1998,14,CH,197,1,22/12/2003
6,13,2714,6_13,23.626,13.02666667,1.933333333,1.781,1.682541123,27,EAF,1365,CH,,, 3.1,,1998,25,858,22/08/1998,65,CH,231,0,31/08/1998
5,4,2714,5_4,23.30133333,11.96533333,1.927333333,1.797666667,1.792202248,3621,EB,1365,CH,,, 3.1,,1998,25,858,22/08/1998,65,CH,231,0,31/08/1998
5,5,2742,5_5,24.83333333,12.391,1.919,1.810666667,2.560949585,3629,EB,1366,CH,23.8,24.1,14.6,,1998,25,869,07/09/1998,77,CH,238,0,02/07/2001
6,13,2741,6_13,23.21766667,13.46466667,1.907,1.786333333,1.003882192,30,EAF,1361,CH,22.9,22.8,14.1,,1998,25,865,30/08/1998,76,CH,237,0,15/03/2010
6,12,2713,6_12,23.917,13.95133333,1.919,1.758666667,1.38760001,18,EAF,1361,CH,,, 3.5,,1998,25,858,22/08/1998,76,CH,237,0,15/03/2010
5,4,2713,5_4,23.59933333,12.19733333,1.934,1.768666667,1.912690256,3620,EB,1361,CH,,, 3.5,,1998,25,858,22/08/1998,76,CH,237,0,15/03/2010
5,5,2741,5_5,23.03966667,11.89433333,1.922666667,1.806666667,1.068938228,3628,EB,1361,CH,22.9,22.8,14.1,,1998,25,865,30/08/1998,76,CH,237,0,15/03/2010
6,13,2731,6_13,23.70366667,14.34166667,1.891,1.770666667,0.828550327,28,EAF,1363,CH,23.9,23.4,12.7,,1998,25,865,30/08/1998,116,CH,260,1,13/09/1998
5,5,2731,5_5,22.94566667,12.194,1.958333333,1.783333333,0.847553551,3625,EB,1363,CH,23.9,23.4,12.7,,1998,25,865,30/08/1998,116,CH,260,1,13/09/1998
6,10,2708,6_10,23.56766667,14.583,1.979,1.735666667,0.908865215,5,EAF,1389,CH,,, 7.7,,1998,25,856,19/08/1998,16,CH,199,0,19/08/1998
5,4,2708,5_4,23.481,13.114,1.936,1.809666667,1.025431728,3617,EB,1389,CH,,, 7.7,,1998,25,856,19/08/1998,16,CH,199,0,19/08/1998
7,36,2709,7_36,24.59,17.2995,1.858,1.8215,0.87203477,661,EAF,1390,CH,,, 8.0,,1998,25,856,19/08/1998,16,CH,199,0,12/08/2003
6,13,2697,6_13,24.196,14.61666667,1.895333333,1.787333333,0.963313572,26,EAF,1390,CH,,14, 2.7,,1998,25,849,14/08/1998,16,CH,199,0,12/08/2003
5,4,2697,5_4,23.54866667,12.97266667,1.927,1.794333333,1.169308718,3614,EB,1390,CH,,14, 2.7,,1998,25,849,14/08/1998,16,CH,199,0,12/08/2003
5,4,2709,5_4,23.19033333,12.63166667,1.938,1.803,1.129648213,3618,EB,1390,CH,,, 8.0,,1998,25,856,19/08/1998,16,CH,199,0,12/08/2003
7,36,2712,7_36,24.174,16.7165,1.8955,1.861,0.954398785,662,EAF,1387,CH,24.4,24.2,15.6,,1998,25,858,22/08/1998,53,CH,221,0,03/07/2001
5,4,2712,5_4,23.01966667,12.57166667,1.928,1.801666667,1.043011261,3619,EB,1387,CH,24.4,24.2,15.6,,1998,25,858,22/08/1998,53,CH,221,0,03/07/2001
5,5,2751,5_5,23.02366667,11.45633333,1.923333333,1.786333333,1.365286679,3632,EB,1408,CH,25.4,24.5,15.5,,1998,25,873,09/09/1998,110,CH,257,0,26/07/1999
5,5,2752,5_5,22.80033333,11.75966667,1.941666667,1.807,0.989355783,3633,EB,1409,CH,25.4,25.4,15.9,,1998,25,873,09/09/1998,20,CH,200,0,28/07/2006
6,12,2721,6_12,24.124,14.59366667,1.902,1.760666667,1.100758944,20,EAF,1396,CH,,,,,1998,25,862,25/08/1998,62,CH,228,1,10/07/2007
5,5,2735,5_5,22.64733333,12.498,1.919666667,1.790666667,0.582521221,3626,EB,1396,CH,20.5,20,13.6,,1998,25,866,31/08/1998,62,CH,228,1,10/07/2007
6,13,2736,6_13,23.78833333,13.73933333,1.956666667,1.779,1.244615883,29,EAF,1397,CH,19.2,,11.0,,1998,25,868,07/09/1998,40,CH,213,0,07/09/1998
5,5,2736,5_5,23.658,12.53966667,1.926,1.798333333,1.098500755,3627,EB,1397,CH,19.2,,11.0,,1998,25,868,07/09/1998,40,CH,213,0,07/09/1998
7,37,2765,7_37,23.7755,15.7005,1.935,1.834,1.361609016,684,EAF,1407,CH,21.0,,13.2,,1998,25,880,20/09/1998,60,CH,226,1,20/09/1998
5,6,2765,5_6,22.90433333,12.67566667,1.963333333,1.791333333,0.816836132,3638,EB,1407,CH,21.0,,13.2,,1998,25,880,20/09/1998,60,CH,226,1,20/09/1998
6,13,2759,6_13,24.123,12.985,1.888666667,1.766333333,2.342987978,31,EAF,1411,CH,,, 4.4,,1998,25,875,12/09/1998,28,CH,207,0,20/09/1998
5,6,2759,5_6,23.258,11.858,1.920333333,1.794666667,1.646304954,3636,EB,1411,CH,,, 4.4,,1998,25,875,12/09/1998,28,CH,207,0,20/09/1998
5,6,2766,5_6,22.75466667,11.70533333,1.938,1.783333333,1.295807962,3639,EB,1411,CH,23.7,,14.4,,1998,25,880,20/09/1998,28,CH,207,0,20/09/1998
5,6,2764,5_6,22.65,11.71466667,1.953333333,1.808333333,1.207434527,3637,EB,1406,CH,22.4,,13.6,,1998,25,880,20/09/1998,101,CH,253,0,20/09/1998
